Year,Mon,day,Origin-Time - hr - (UTC),Origin-Time - min - (UTC),Origin-Time - sec - (UTC),Latitude - °N,Longitude - °E,Depth - (Km),Magnitude - (Richter scale)
2017,3,10,12,39,33,8.5,91.9,10,4.7
2017,3,13,10,22,17,24.6,72.1,10,4.5
2017,3,14,2,51,19,6.4,92.2,10,5.9
2017,3,14,0,18,1,32.7,75.6,10,3.6
2017,3,17,14,1,49,11.5,92.7,60,4.9
2017,3,19,8,57,9,9.9,94,10,4.7
2017,3,21,15,40,44,24.9,92.1,37,3.9
2017,3,25,2,5,55,25,95.1,82,5
2017,3,26,21,42,9,27.3,88.6,10,4.6
2017,3,28,10,18,49,26.5,93.5,10,3
2017,3,29,19,14,33,26.1,91.3,18,3.5
2017,3,30,3,40,23,26.5,93,24,3.5
2017,4,5,16,44,34,14.5,92.9,10,5
2017,4,7,10,32,58,30.4,79.1,10,4
2017,4,10,8,50,34,30.7,78.6,10,3.8
2017,4,10,5,24,31,27,95.6,10,3.2
2017,4,12,17,34,33,23.9,93.9,10,3.2
2017,4,13,19,44,1,24.6,93.3,10,3
2017,4,15,22,35,14,26,91,10,3.5
2017,4,16,23,9,53,30.5,79.1,10,3.5
2017,4,16,8,8,2,26.1,91.4,24,3.3
2017,4,18,14,1,32,25.1,91.5,10,4.3
2017,4,18,5,11,56,33.8,76.6,33,5
2017,4,18,2,11,24,31.6,77.9,5,3.8
2017,4,18,2,6,17,12.6,77.4,33,3.4
2017,4,23,1,39,24,31.6,77.9,5,3.8
2017,4,24,10,53,46,23.4,94.1,70,4.3
2017,4,25,16,14,53,25.6,90.6,10,4.3
2017,4,29,23,23,57,24.1,93.5,55,3.4
2017,5,1,6,50,57,13.8,93.1,10,4.7
2017,5,2,17,47,33,27.6,96.3,10,3.3
2017,5,2,17,43,50,27.5,96.2,10,3.4
2017,5,2,9,51,40,32.9,75.5,19,3.6
2017,5,3,0,12,33,24.7,94.5,10,3.4
2017,5,5,17,58,35,13.9,92.7,10,5
2017,5,6,17,57,11,36.4,75.3,10,4.2
2017,5,6,14,48,50,23.8,93.8,65,4.7
2017,5,9,3,26,54,26.6,93.2,28,3.4
2017,5,9,1,53,55,26.3,92.7,25,3.7
2017,5,16,22,13,19,27.3,88.2,10,4
2017,5,16,14,4,41,11.4,94.8,10,4.4
2017,5,17,17,45,50,13,93.9,10,5
2017,5,18,8,43,42,24.9,94.5,75,4
2017,5,19,0,2,29,32.8,76.3,5,4.5
2017,5,20,5,48,43,32.8,76.2,5,4.1
2017,5,20,3,41,46,32.8,76.2,10,3.6
2017,5,21,21,23,47,28.1,95.1,30,3.3
2017,5,21,17,38,36,13.6,94,10,4.6
2017,5,21,4,27,7,32.5,76.8,10,3.5
2017,5,22,19,41,43,33.9,75.8,5,3.3
2017,5,24,13,54,54,23.9,94.3,95,3.7
2017,5,26,14,17,49,24.4,94,70,3.8
2017,5,29,15,19,25,33.4,73.9,10,3.5
2017,5,29,14,43,17,26.7,88.8,30,3.7
2017,5,29,13,53,27,32.9,75.5,10,4.4
2017,5,30,22,25,8,12.2,92.6,107,4.6
2017,6,1,22,55,56,28.8,76.7,22,5
2017,6,1,12,13,47,25.5,93.9,10,3.2
2017,6,2,2,43,15,28.8,76.7,22,3.2
2017,6,3,18,14,52,17.1,73.8,10,4.8
2017,6,3,2,42,59,17.1,73.8,10,4.8
2017,6,5,16,40,7,24,92.1,96,3
2017,6,8,22,19,21,32.7,74.7,10,3.2
2017,6,9,17,38,23,27.8,95.7,91,3.2
2017,6,12,9,11,21,30.7,78.4,10,3
2017,6,14,17,56,17,32.9,76.5,5,3.1
2017,6,15,1,14,29,24.1,93.4,10,3
2017,6,16,5,14,18,27,94.4,31,3.1
2017,6,16,5,14,18,27,94.4,31,3.1
2017,6,18,22,35,44,24.7,93.9,10,4.4
2017,6,20,4,31,58,27.1,92.5,10,3.5
2017,6,21,20,51,17,17,73.7,10,3.3
2017,6,21,18,36,11,25.7,87.1,50,4.5
2017,6,24,20,17,1,24.4,94.2,82,3.5
2017,6,27,15,16,54,24.2,93.6,10,3
2017,6,27,14,2,55,25.1,93.9,10,3
2017,7,1,7,1,15,23.8,94.4,81,5
2017,7,2,5,27,44,24.3,94.4,80,4.9
2017,7,2,4,44,49,26.5,90,10,3.1
2017,7,2,1,58,28,27.4,86.5,10,4.9
2017,7,4,10,5,47,27,92.1,10,3.5
2017,7,5,9,37,23,25.9,90.3,10,3.3
2017,7,8,18,8,37,27.5,92.5,15,3.2
2017,7,8,11,21,1,27.3,88.5,10,3
2017,7,8,10,12,31,34.6,73.5,10,5.2
2017,7,9,7,59,49,29.2,95.5,10,4.8
2017,7,10,23,28,30,27.1,93.8,10,3.1
2017,7,10,21,38,59,30.4,79.2,70,3.8
2017,7,13,5,3,33,23.6,94.2,90,4.8
2017,7,15,16,35,31,28.8,81.5,81,4.5
2017,7,15,2,25,35,30.6,77.7,10,3.3
2017,7,17,20,20,26,24.9,95,113,4
2017,7,17,13,24,41,24.3,91.7,10,3.5
2017,7,17,9,47,26,26.8,89.2,10,3.4
2017,7,18,23,11,55,25,94.2,10,3.2
2017,7,18,17,5,17,24.7,94.1,10,3.4
2017,7,19,13,48,14,33.1,76.4,5,3.4
2017,7,21,0,23,38,24,92.1,20,3.9
2017,7,22,20,6,48,25.2,94.5,80,3.6
2017,7,23,21,43,45,26.9,95.8,108,3.5
2017,7,25,18,28,0,26.3,93.1,28,3.2
2017,7,29,22,1,25,24.1,93.6,30,3.3
2017,7,31,0,57,22,26.9,92.3,10,4
2017,8,2,18,18,8,24.4,93.4,65,5.4
2017,8,5,12,24,56,26.8,92.2,10,3.3
2017,8,6,3,48,32,6.3,94.9,10,4.9
2017,8,7,11,25,7,26.3,91.7,10,3.4
2017,8,8,0,35,37,24.4,93.5,35,4.3
2017,8,11,3,34,53,13.8,92.9,10,5
2017,8,11,2,39,50,27.3,96.6,60,4.1
2017,8,16,6,35,23,19.5,77.2,10,3
2017,8,16,3,26,48,32.7,76.3,10,4.1
2017,8,16,3,23,14,32.7,76.4,10,3.5
2017,8,17,7,38,32,25.9,94.4,24,4.4
2017,8,17,3,52,32,26.6,95.4,60,3.8
2017,8,19,16,52,32,17.3,73.7,10,4.5
2017,8,22,15,22,7,30.5,79.9,10,4.2
2017,8,22,0,50,39,29.2,81.1,10,4.5
2017,8,23,20,58,35,36,74.3,90,5
2017,8,27,8,5,9,17.1,73.9,5,3.3
2017,8,27,4,5,58,24.9,94.1,30,3.2
2017,8,31,17,57,26,26.6,92.7,10,3.4
2017,9,1,3,11,31,26,94.5,13,3
2017,9,2,21,4,23,24.9,93.9,26,3.4
2017,9,3,6,52,11,9.2,93,10,5
2017,9,5,18,6,36,8.2,93.4,10,4.7
2017,9,6,0,10,52,10,93.6,10,5.2
2017,9,7,14,32,0,25.2,90,10,4.4
2017,9,7,11,10,19,36.9,71.7,65,5
2017,9,9,14,18,59,27.9,96.3,10,3.2
2017,9,11,16,44,50,11,94.1,10,4.3
2017,9,14,3,40,34,24.4,93.9,40,3.2
2017,9,15,22,37,44,12.2,93.1,10,4.5
2017,9,17,14,48,23,13.6,91.8,10,4.4
2017,9,20,16,37,24,38,144.6,10,6.2
2017,9,21,22,35,56,24.3,93.6,38,3.1
2017,9,21,16,34,36,25,94.6,74,4
2017,9,23,0,14,13,34,74.7,150,4.5
2017,9,24,11,6,50,32.8,76.2,5,3.6
2017,9,24,8,37,14,24.7,94.4,75,3
2017,9,25,10,42,38,24.4,94.1,10,3.3
2017,9,27,12,18,21,26.5,92.8,31,3
2017,9,28,23,27,19,23.7,92.9,17,3.3
2017,10,1,14,35,32,13,92,10,4.5
2017,10,1,12,49,1,13,92,10,4.7
2017,10,1,12,18,17,28.6,96.1,147,4.5
2017,10,2,23,31,38,12.9,91.9,10,4.5
2017,10,2,11,2,29,32.5,76.7,5,3.1
2017,10,3,13,48,34,25.1,94.5,66,4.2
2017,10,4,21,29,8,26.8,89.3,10,3.7
2017,10,5,10,25,38,26.8,95.5,66,3.9
2017,10,6,14,0,29,12.3,95.2,10,4.9
2017,10,6,4,36,44,27.8,96,10,4.2
2017,10,6,2,10,20,27.7,96,10,3.7
2017,10,9,19,32,39,12.6,91.9,10,4.3
2017,10,11,6,2,52,19.8,84.1,10,3.2
2017,10,19,1,10,22,33.5,76.1,10,4.7
2017,10,19,0,54,20,33.6,75.3,10,3.3
2017,10,23,14,23,36,6.3,92.9,30,4.5
2017,10,25,18,20,49,14.1,92.7,10,4.7
2017,10,27,8,54,20,32.5,76.4,10,3.7
2017,10,27,2,37,43,31.3,77.2,10,4.4
2017,10,28,17,45,24,36.2,70.5,100,5.7
2017,10,28,16,53,50,28.4,76.2,5,3.5
2017,10,31,6,53,7,18.1,76.6,10,3
2017,11,6,3,8,44,29.3,83.1,10,4.7
2017,11,7,19,45,39,26.5,92.6,31,3.6
2017,11,8,21,22,28,29.9,77.7,10,3.5
2017,11,8,4,50,52,24.1,91.2,33,4.8
2017,11,9,23,49,12,17.6,73.6,10,3.8
2017,11,12,19,32,10,27.1,92.7,5,3.2
2017,11,12,5,15,43,29.1,79.2,27,3.6
2017,11,13,9,42,2,36,70,82,5.4
2017,11,14,18,5,53,24.7,94.3,102,3
2017,11,17,22,34,14,30.1,95.1,10,6.4
2017,11,18,13,2,11,29.9,80.2,20,3.3
2017,11,18,9,51,19,26.4,73.8,10,4.2
2017,11,20,8,48,0,23.7,94.5,82,5
2017,11,22,22,31,11,24.6,93.8,21,3.1
2017,11,30,11,45,11,30.4,76,10,3.8
2017,12,2,23,43,44,27.4,88.3,3,3.8
2017,12,2,20,25,6,25.2,93.3,10,3.1
2017,12,5,14,58,33,22.7,86.1,39,3
2017,12,6,23,29,7,35.5,77.6,35,5.4
2017,12,6,19,39,31,17.6,73.3,15,3.2
2017,12,6,15,19,54,30.4,79.1,30,5.5
2017,12,8,17,55,52,25.6,91.6,10,3
2017,12,8,2,51,13,27.8,85.5,10,5
2017,12,9,10,43,7,33.3,76.8,10,4.7
2017,12,10,22,58,54,34.3,78.8,33,4.5
2017,12,11,16,49,54,12.3,93.7,116,4.6
2017,12,11,3,35,17,25.6,90.6,60,4.7
2017,12,15,21,25,19,26.4,93.7,30,3.3
2017,12,17,6,20,40,27.6,94.3,10,4.2
2017,12,21,18,47,11,27.4,92.5,10,3.9
2017,12,22,15,58,47,10,93.1,10,5
2017,12,23,15,45,1,23.5,94.1,126,4.9
2017,12,25,4,14,21,19.8,73.2,5,3.4
2017,12,27,15,15,52,9,77.2,5,3
2017,12,28,11,17,28,30.4,79.2,33,4.7
2017,12,29,16,19,15,26.8,95.9,110,4.7
2017,12,29,11,29,38,8.6,92.4,10,5.2
2017,12,30,18,32,7,25.5,91,10,3
2017,12,31,0,31,18,27.3,92.7,10,3.2
2018,1,1,20,51,48,19.8,73.1,10,3.2
2018,1,1,16,1,1,26.8,92.3,30,3
2018,1,1,1,3,17,24.8,94,32,3.2
2018,1,4,19,57,40,6.6,95.2,198,4.8
2018,1,5,20,23,7,26,92.3,10,3.4
2018,1,5,7,11,4,26.1,92.1,20,4
2018,1,6,9,1,58,26.3,92.8,30,3.2
2018,1,7,6,47,16,24.7,94.7,35,6
2018,1,9,19,20,23,25.7,90.4,10,3.2
2018,1,9,12,55,34,32.1,75.7,10,3
2018,1,11,18,26,25,18.4,94,10,6.2
2018,1,14,15,48,8,12.2,92.3,10,4.8
2018,1,14,9,19,28,36.5,70.7,196,5.5
2018,1,16,7,35,34,17.3,73.9,23,3.7
2018,1,20,10,6,49,24,94.3,80,4.2
2018,1,20,1,14,31,26.3,89.8,10,5.2
2018,1,21,6,6,48,17.3,73.8,10,3.6
2018,1,23,13,2,10,21,70.6,10,3.6
2018,1,25,3,48,28,8.3,91.7,10,5
2018,1,28,21,2,55,25.9,90.3,10,3.4
2018,1,31,7,6,32,37.4,69.6,190,6.2
2018,1,31,7,6,32,37.4,69.6,190,6.2
2018,2,2,1,41,57,17.3,73.9,10,3.4
2018,2,4,19,40,44,24.3,93.2,10,3.2
2018,2,11,21,40,31,30.8,78.1,10,3.2
2018,2,13,2,39,48,12.3,93,10,5.6
2018,2,14,18,43,9,27.3,92.5,10,3.3
2018,2,20,8,12,14,22.8,93.1,10,4.2
2018,2,20,7,11,39,33.1,75.6,5,3.3
2018,2,23,11,56,25,6.1,92.6,35,4.7
2018,2,24,9,42,39,26.2,92.9,25,3.3
2018,2,25,9,54,18,26.8,92.7,18,3.3
2018,2,26,8,42,24,27.2,92.4,10,3.2
2018,3,3,1,31,31,24,93.5,50,3.7
2018,3,5,20,13,41,17.3,73.8,10,3.2
2018,3,5,20,41,46,26.5,93.4,10,3.5
2018,3,6,4,39,57,6.8,93.5,10,4.8
2018,3,10,3,21,28,35.7,76.1,10,4.5
2018,3,15,17,7,23,25.2,93.7,13,3.5
2018,3,15,14,53,21,33.2,76.1,10,3.4
2018,3,15,2,26,4,24.5,93.4,27,4.6
2018,3,21,22,58,25,26.3,89.6,20,3.9
2018,3,24,22,17,48,36.4,70.7,172,5.1
2018,3,28,22,33,17,23.2,70.8,30,4.6
2018,4,1,15,11,51,29.7,80.1,17,3.5
2018,4,4,15,21,30,25,94.5,77,4.4
2018,4,10,14,14,20,24.2,82.6,10,4.6
2018,4,16,6,8,13,8.4,91.4,10,4.5
2018,4,21,11,26,35,21.5,73.2,10,3.5
2018,4,21,7,10,59,24.6,93.1,25,3.4
2018,4,23,18,1,39,13.2,92.4,45,4.8
2018,4,24,18,46,51,28.8,76.9,7,3
2018,4,24,4,8,37,23.1,94.4,90,5.5
2018,4,26,20,54,22,25.4,88.8,32,4.2
2018,4,27,20,33,35,29.2,76.8,5,3.5
2018,5,9,10,41,34,36.9,71.3,96,6.1
2018,5,10,14,8,34,36.5,71,170,5.4
2018,5,11,2,11,51,25.2,92.6,5,3.7
2018,5,12,3,57,38,32.3,76.6,5,3
2018,5,13,18,45,51,6.9,94.5,10,4.7
2018,5,13,18,20,45,7,94,10,4.9
2018,5,15,1,17,32,26.5,93.2,27,3.2
2018,5,21,10,51,5,31.6,78.4,5,4.1
2018,5,22,12,35,0,31.1,77.8,10,3.6
2018,5,24,21,5,22,31.8,78.4,10,3.6
2018,5,24,14,25,16,29.7,80.7,12,3.6
2018,5,25,20,25,43,26.5,93.6,25,3.2
2018,5,25,17,41,34,10,93.9,10,4.8
2018,5,25,7,22,50,31.6,78.2,10,3.5
2018,5,28,1,59,43,8.6,94.3,10,5
2018,6,1,1,55,33,36.5,71,80,5
2018,6,2,5,46,11,27.2,96.8,30,5.3
2018,6,5,23,12,32,23.8,94.3,84,5
2018,6,5,1,34,37,29.4,81.6,10,4.7
2018,6,6,18,16,0,35.3,78.5,30,5.1
2018,6,6,17,41,28,30.6,78.8,15,4.4
2018,6,7,6,51,26,34.4,78,35,4.4
2018,6,11,4,53,49,26.2,92.5,10,5.1
2018,6,14,13,28,54,35.4,73.6,180,5
2018,6,14,10,15,50,32.5,76.1,5,4.5
2018,6,14,0,42,8,30.8,78.2,10,4
2018,6,16,22,6,35,31.4,77.7,5,3.2
2018,6,17,15,7,35,27.5,88.4,28,4.7
2018,6,17,14,21,29,30,70.2,10,5.1
2018,6,18,23,45,3,35.8,78.6,10,4.5
2018,6,20,7,44,27,24.7,94.1,33,4.6
2018,6,20,4,15,22,27.3,88,10,4.3
2018,6,20,4,8,58,27.3,87.9,10,4.2
2018,6,21,20,29,22,7.4,94.6,10,5
2018,6,21,3,31,23,23.9,93.9,40,4
2018,6,22,21,7,23,32.9,76.1,5,3
2018,6,24,15,58,10,26,93.6,16,3.5
2018,6,24,11,7,49,23.8,94.5,40,4.4
2018,6,25,19,57,45,32.8,76,10,3.3
2018,6,26,12,16,1,27.3,88.6,10,3.9
2018,6,28,4,7,50,27.7,84.9,10,4.7
2018,7,1,10,7,3,28.9,77,5,4
2018,7,3,23,55,16,13.2,93.8,10,4.5
2018,7,4,20,34,53,14.7,96.4,10,5.2
2018,7,4,7,12,47,13.2,92.6,10,5.2
2018,7,6,11,14,24,29.1,77.2,10,3.5
2018,7,8,9,54,35,7.4,94.3,70,4.7
2018,7,8,4,13,22,27.3,75.9,10,4.3
2018,7,9,8,5,48,30.6,79.3,25,3.2
2018,7,9,7,22,17,12.5,75.6,10,3.4
